Text,Sentiment,Timestamp,User,Platform,Hashtags,Retweets,Likes,Country,Year,Month,Day,Hour,Sentiment_Group,Total_Engagement,Hashtag_List,Hashtag_Count,Word_Count,Character_Count,Continent
Lost my headphones again. How do they vanish into thin air? #HeadphoneMystery #TeenLife,Frustration,2023-05-23 16:45:00,AudioExplorer,Twitter,#TeenProblems #LostHeadphones,20.0,40.0,USA,2023,5,23,16,Anger & Resentment,60.0,"['#teenproblems', '#lostheadphones']",2,13,87,North America
Decided to study for exams but ended up making memes about studying instead. Procrastination level: Expert. #ProcrastinationNation #TeenConfessions,Surprise,2023-05-24 13:15:00,MemeCreator,Instagram,#StudyingMemes #TeenLife,25.0,50.0,Canada,2023,5,24,13,Surprise & Wonder,75.0,"['#studyingmemes', '#teenlife']",2,18,147,North America
"Got dressed for the day, then remembered it's Saturday. Oops. #WeekendVibes #TeenStruggles",Indifference,2023-05-25 19:00:00,FashionBlunder,Facebook,#WeekendOops #TeenFashion,20.0,40.0,USA,2023,5,25,19,Curiosity & Reflection,60.0,"['#weekendoops', '#teenfashion']",2,12,90,North America
Survived a group project without any drama. Miracles do happen. #GroupProjectSuccess #TeenAchievements,Satisfaction,2023-05-26 14:20:00,GroupGenius,Twitter,#TeenSuccess #ProjectMiracle,28.0,55.0,UK,2023,5,26,14,Calm & Peace,83.0,"['#teensuccess', '#projectmiracle']",2,12,102,Europe
"Entered the kitchen with the intention to cook. Left with a bag of chips. Cooking is overrated, anyway. #MasterChefInTraining #TeenHumor",Disgust,2023-05-27 21:15:00,ChipExplorer,Instagram,#TeenChef #CookingFail,22.0,45.0,Canada,2023,5,27,21,Anger & Resentment,67.0,"['#teenchef', '#cookingfail']",2,20,136,North America
"Staring at the clock in class, waiting for the bell to ring like it's the most exciting event of the day. #ClassCountdown #TeenLife",Surprise,2023-05-28 12:00:00,ExcitementSeeker,Facebook,#ClassEvent #TeenExcitement,18.0,35.0,USA,2023,5,28,12,Surprise & Wonder,53.0,"['#classevent', '#teenexcitement']",2,23,131,North America
"Discovered a new book series and spent the whole night reading. Who needs sleep, anyway? #BookwormLife #LateNightReading",Joy,2023-05-29 23:30:00,NightReader,Twitter,#BookDiscoveries #TeenReading,30.0,60.0,UK,2023,5,29,23,Happiness & Joy,90.0,"['#bookdiscoveries', '#teenreading']",2,17,120,Europe
"Bought a new video game, played for hours, forgot to eat. The ultimate gaming session. #GamerLife #NoFoodGaming",Excitement,2023-05-30 20:45:00,GamingEnthusiast,Instagram,#GameOn #TeenGamer,22.0,45.0,USA,2023,5,30,20,Happiness & Joy,67.0,"['#gameon', '#teengamer']",2,17,111,North America
Spent the day binge-watching a new series. Productivity level: Zero. #LazyDay #TVSeriesMarathon,Joy,2023-05-31 15:30:00,LazyWatcher,Facebook,#BingeWatchDay #TeenLife,35.0,70.0,Canada,2023,5,31,15,Happiness & Joy,105.0,"['#bingewatchday', '#teenlife']",2,12,95,North America
Caught up on the latest fashion trends and now planning a shopping spree. #Fashionista #TrendyTeen,Excitement,2023-06-01 18:00:00,TrendExplorer,Twitter,#FashionGoals #TeenStyle,20.0,40.0,USA,2023,6,1,18,Happiness & Joy,60.0,"['#fashiongoals', '#teenstyle']",2,15,98,North America
Decided to learn a new instrument. Day one: Still trying to figure out how to hold it. #MusicNovice #LearningJourney,Frustration,2023-06-02 14:30:00,MusicalExplorer,Instagram,#InstrumentLearning #TeenMusic,28.0,55.0,UK,2023,6,2,14,Anger & Resentment,83.0,"['#instrumentlearning', '#teenmusic']",2,19,116,Europe
Spent hours creating the perfect playlist for every mood. Music is my therapy. #PlaylistMaker #TeenMusicLover,Joy,2023-06-03 21:15:00,MusicAficionado,Facebook,#MusicTherapy #TeenPlaylist,22.0,45.0,Canada,2023,6,3,21,Happiness & Joy,67.0,"['#musictherapy', '#teenplaylist']",2,15,109,North America
Successfully cooked a gourmet meal for the family. Chef skills unlocked! #ChefMode #TeenChef,Pride,2023-06-04 19:30:00,HomeChef,Twitter,#CookingSuccess #TeenCook,25.0,50.0,USA,2023,6,4,19,Confidence & Achievement,75.0,"['#cookingsuccess', '#teencook']",2,13,92,North America
Spontaneously booked a weekend getaway. Adventure awaits! #TravelBug #WeekendEscape,Excitement,2023-06-05 10:00:00,AdventureSeeker,Instagram,#GetawayGoals #TeenTravel,18.0,35.0,UK,2023,6,5,10,Happiness & Joy,53.0,"['#getawaygoals', '#teentravel']",2,9,83,Europe
Attended a concert and danced the night away. Music is the heartbeat of life. #ConcertVibes #DanceAllNight,Joy,2023-06-06 22:30:00,DanceEnthusiast,Facebook,#MusicMagic #TeenConcert,28.0,55.0,Canada,2023,6,6,22,Happiness & Joy,83.0,"['#musicmagic', '#teenconcert']",2,16,106,North America
Rediscovered childhood cartoons and had a nostalgia-filled marathon. #CartoonNostalgia #TeenMemories,Joy,2023-06-07 12:45:00,NostalgiaExplorer,Twitter,#ChildhoodMemories #TeenCartoons,22.0,45.0,USA,2023,6,7,12,Happiness & Joy,67.0,"['#childhoodmemories', '#teencartoons']",2,10,100,North America
Embarked on a DIY home decor project. Let's hope it turns out better than last time. #DIYAdventure #TeenHomeDecor,Excitement,2023-06-08 16:00:00,HomeDecorator,Instagram,#DIYGoals #TeenCreative,35.0,70.0,UK,2023,6,8,16,Happiness & Joy,105.0,"['#diygoals', '#teencreative']",2,18,113,Europe
"Spent the afternoon at a museum, pretending to be cultured. Art enthusiast in the making. #MuseumDay #TeenArtLover",Curiosity,2023-06-09 14:00:00,ArtExplorer,Facebook,#CulturalDay #TeenCuriosity,20.0,40.0,USA,2023,6,9,14,Curiosity & Reflection,60.0,"['#culturalday', '#teencuriosity']",2,17,114,North America
Started a blog about random thoughts and musings. Blogging is the new diary. #BloggerLife #TeenBlogger,Curiosity,2023-06-10 17:30:00,ThoughtfulBlogger,Twitter,#BloggingJourney #TeenThoughts,30.0,60.0,Canada,2023,6,10,17,Curiosity & Reflection,90.0,"['#bloggingjourney', '#teenthoughts']",2,15,102,North America
Relishing a peaceful afternoon with a classic novel. Quiet moments are the best moments. #BookLover #PeacefulAfternoon,Contentment,2023-06-11 15:30:00,NovelEnthusiast,Instagram,#QuietMoments #BookishEscape,35.0,70.0,USA,2023,6,11,15,Calm & Peace,105.0,"['#quietmoments', '#bookishescape']",2,16,118,North America
"Reflecting on a lifetime of memories, each wrinkle tells a story. Embracing the beauty of aging. #LifeReflections #BeautyInAging",Gratitude,2023-06-12 18:00:00,WiseSoul,Twitter,#AgingGracefully #Memories,28.0,55.0,UK,2023,6,12,18,Hope & Optimism,83.0,"['#aginggracefully', '#memories']",2,18,128,Europe
Exploring the world of digital art. It's never too late to discover new passions. #DigitalArtistry #LateBloomer,Curiosity,2023-06-13 14:45:00,ArtAdventurer,Facebook,#ArtDiscovery #SeniorArtist,22.0,45.0,Canada,2023,6,13,14,Curiosity & Reflection,67.0,"['#artdiscovery', '#seniorartist']",2,16,111,North America
Savoring the flavors of a home-cooked meal. Simple joys are the heart of happiness. #HomeCooking #SimpleJoys,Contentment,2023-06-14 19:30:00,HomeChefSenior,Instagram,#HappinessInFood #SeniorLife,25.0,50.0,USA,2023,6,14,19,Calm & Peace,75.0,"['#happinessinfood', '#seniorlife']",2,16,108,North America
Embarking on a journey of learning a new language. The mind stays young with every new word. #LanguageLearning #NeverTooLate,Curiosity,2023-06-15 12:15:00,LinguisticExplorer,Twitter,#MindEnrichment #SeniorLearning,30.0,60.0,UK,2023,6,15,12,Curiosity & Reflection,90.0,"['#mindenrichment', '#seniorlearning']",2,19,124,Europe
"Attended a classical music concert, feeling the timeless melodies resonate. Music transcends generations. #ClassicalMusic #TimelessMelodies",Joy,2023-06-16 21:45:00,MusicConnoisseur,Facebook,#MusicLover #SeniorConcert,18.0,35.0,Canada,2023,6,16,21,Happiness & Joy,53.0,"['#musiclover', '#seniorconcert']",2,15,139,North America
Capturing the beauty of nature through photography. Every snapshot is a treasure. #NaturePhotography #SeniorPhotographer,Joy,2023-06-17 15:00:00,PhotographySenior,Instagram,#NatureCapture #SeniorMoments,35.0,70.0,USA,2023,6,17,15,Happiness & Joy,105.0,"['#naturecapture', '#seniormoments']",2,14,120,North America
"Reconnecting with old friends over a cup of tea. Friendship, the true essence of companionship. #OldFriends #Companionship",Contentment,2023-06-18 11:30:00,TeaTimeSenior,Twitter,#FriendshipGoals #SeniorBonding,28.0,55.0,UK,2023,6,18,11,Calm & Peace,83.0,"['#friendshipgoals', '#seniorbonding']",2,17,122,Europe
"Embarked on a road trip to revisit cherished places from the past. Nostalgia, the ultimate travel companion. #RoadTrip #NostalgiaTour",Joy,2023-06-19 16:30:00,RoadTripSenior,Facebook,#CherishedPlaces #SeniorTravel,22.0,45.0,Canada,2023,6,19,16,Happiness & Joy,67.0,"['#cherishedplaces', '#seniortravel']",2,19,133,North America
"Joined a community choir, harmonizing with fellow voices. Music creates bonds that withstand time. #CommunityChoir #HarmonyInAging",Joy,2023-06-20 14:20:00,ChoirEnthusiast,Instagram,#MusicHarmony #SeniorVoices,20.0,40.0,USA,2023,6,20,14,Happiness & Joy,60.0,"['#musicharmony', '#seniorvoices']",2,16,130,North America
"Exploring the art of meditation, finding tranquility in the stillness of the mind. #MeditationJourney #TranquilMind",Contentment,2023-06-21 19:00:00,MeditationSenior,Twitter,#MindfulLiving #SeniorCalm,18.0,35.0,UK,2023,6,21,19,Calm & Peace,53.0,"['#mindfulliving', '#seniorcalm']",2,15,115,Europe
"Taking a stroll in the garden, appreciating the beauty of blooming flowers. Nature's wonders never cease. #GardenWalk #FloralBeauty",Contentment,2023-06-22 13:45:00,GardenEnthusiast,Facebook,#NatureWonders #SeniorGarden,25.0,50.0,USA,2023,6,22,13,Calm & Peace,75.0,"['#naturewonders', '#seniorgarden']",2,18,131,North America
"Sipping on a favorite vintage wine, each sip telling a story of the years gone by. Cheers to a life well-lived. #WineLover #VintageCheers",Contentment,2023-06-23 18:45:00,WineConnoisseur,Instagram,#LifeWellLived #SeniorWine,28.0,55.0,UK,2023,6,23,18,Calm & Peace,83.0,"['#lifewelllived', '#seniorwine']",2,23,137,Europe
"Participated in a community art class, unleashing creativity in the golden years. Art has no age limit. #ArtClass #SeniorArtistry",Joy,2023-06-24 16:15:00,ArtisticSenior,Twitter,#CreativityAtAnyAge #SeniorCreativity,22.0,45.0,Canada,2023,6,24,16,Happiness & Joy,67.0,"['#creativityatanyage', '#seniorcreativity']",2,19,129,North America
"Embarking on a journey of writing a memoir, documenting a lifetime of experiences. Every story matters. #MemoirWriting #SeniorStories",Gratitude,2023-06-25 20:30:00,MemoiristSenior,Facebook,#LifetimeExperiences #SeniorMemoir,35.0,70.0,USA,2023,6,25,20,Hope & Optimism,105.0,"['#lifetimeexperiences', '#seniormemoir']",2,18,133,North America
"Attended a lecture on history, always fascinated by the lessons from the past. Learning is a lifelong adventure. #HistoryLecture #SeniorLearning",Curiosity,2023-06-26 14:00:00,HistoryEnthusiast,Instagram,#LifetimeAdventure #SeniorCuriosity,30.0,60.0,UK,2023,6,26,14,Curiosity & Reflection,90.0,"['#lifetimeadventure', '#seniorcuriosity']",2,20,144,Europe
"Rediscovered the joy of cooking traditional family recipes. The kitchen, a place of cherished memories. #FamilyRecipes #SeniorCooking",Contentment,2023-06-27 17:45:00,FamilyChefSenior,Twitter,#KitchenMemories #SeniorCulinary,20.0,40.0,USA,2023,6,27,17,Calm & Peace,60.0,"['#kitchenmemories', '#seniorculinary']",2,17,133,North America
"Joined a nature photography club, capturing the beauty of the great outdoors. Every click is a connection to nature. #NaturePhotography #SeniorPhotographer",Joy,2023-06-28 22:15:00,NaturePhotographySenior,Facebook,#OutdoorBeauty #SeniorClicks,18.0,35.0,UK,2023,6,28,22,Happiness & Joy,53.0,"['#outdoorbeauty', '#seniorclicks']",2,21,155,Europe
"Attended a jazz concert and swayed to the rhythm of timeless tunes. Music, a constant companion in the golden years. #JazzConcert #SeniorMusic",Joy,2023-06-29 16:30:00,JazzMusicLover,Instagram,#TimelessTunes #SeniorJazz,25.0,50.0,USA,2023,6,29,16,Happiness & Joy,75.0,"['#timelesstunes', '#seniorjazz']",2,22,142,North America
"Joined a writing group, penning down thoughts and reflections. Writing, a journey into the depths of the soul. #WritingGroup #SeniorWriter",Gratitude,2023-06-30 19:30:00,SeniorWordsmith,Twitter,#SoulfulWriting #SeniorReflections,28.0,55.0,UK,2023,6,30,19,Hope & Optimism,83.0,"['#soulfulwriting', '#seniorreflections']",2,20,138,Europe
"Embarked on a solo travel adventure, discovering the beauty of new places at my own pace. #SoloTravel #SeniorExplorer",Excitement,2023-07-01 14:00:00,SoloAdventurer,Instagram,#DiscoverNewPlaces #SeniorTravel,30.0,60.0,USA,2023,7,1,14,Happiness & Joy,90.0,"['#discovernewplaces', '#seniortravel']",2,18,117,North America
"Attended a vintage car show, reminiscing about the classics that once ruled the roads. Nostalgia in every rev. #VintageCars #ClassicRides",Joy,2023-07-02 18:30:00,CarEnthusiastSenior,Facebook,#RoadTripDownMemoryLane #SeniorCars,22.0,45.0,UK,2023,7,2,18,Happiness & Joy,67.0,"['#roadtripdownmemorylane', '#seniorcars']",2,20,137,Europe
"Started a community garden, growing not just plants but friendships too. Green thumbs unite! #CommunityGarden #SeniorGardener",Joy,2023-07-03 12:45:00,GreenThumbSenior,Twitter,#GardenFriends #SeniorGreenThumb,28.0,55.0,Canada,2023,7,3,12,Happiness & Joy,83.0,"['#gardenfriends', '#seniorgreenthumb']",2,16,125,North America
"Hosted a family dinner, where laughter echoed louder than the clinking of utensils. Family, the heart of happiness. #FamilyDinner #SeniorHost",Contentment,2023-07-04 17:00:00,FamilyHostSenior,Instagram,#HeartwarmingMoments #SeniorFamily,35.0,70.0,USA,2023,7,4,17,Calm & Peace,105.0,"['#heartwarmingmoments', '#seniorfamily']",2,20,141,North America
"Enrolled in a dance class for seniors, moving to the rhythm of life. Age is just a number on the dance floor. #DanceClass #SeniorDancer",Joy,2023-07-05 20:15:00,DanceEnthusiastSenior,Twitter,#DanceLife #SeniorMoves,18.0,35.0,UK,2023,7,5,20,Happiness & Joy,53.0,"['#dancelife', '#seniormoves']",2,24,135,Europe
"Visited an art gallery, appreciating the brushstrokes that tell tales of creativity. Art, an eternal companion. #ArtGallery #SeniorArtLover",Joy,2023-07-06 14:30:00,ArtGalleryVisitor,Facebook,#CreativeExpressions #SeniorArt,25.0,50.0,USA,2023,7,6,14,Happiness & Joy,75.0,"['#creativeexpressions', '#seniorart']",2,18,139,North America
"Started a book club for seniors, where discussions are as lively as the characters in the novels. #BookClub #SeniorReaders",Joy,2023-07-07 19:45:00,SeniorBookClub,Instagram,#BookishTalks #SeniorBookworms,22.0,45.0,UK,2023,7,7,19,Happiness & Joy,67.0,"['#bookishtalks', '#seniorbookworms']",2,19,122,Europe
"Hosted a picnic in the park, basking in the warmth of friendship and sunshine. Simple joys, timeless memories. #ParkPicnic #SeniorJoy",Contentment,2023-07-08 16:00:00,SeniorPicnicHost,Twitter,#FriendshipSunshine #SeniorMemories,30.0,60.0,Canada,2023,7,8,16,Calm & Peace,90.0,"['#friendshipsunshine', '#seniormemories']",2,20,133,North America
"Participated in a local theater production, proving that the stage belongs to every age. #TheaterProduction #SeniorActor",Joy,2023-07-09 22:30:00,SeniorActor,Facebook,#StagePassion #SeniorTheater,20.0,40.0,USA,2023,7,9,22,Happiness & Joy,60.0,"['#stagepassion', '#seniortheater']",2,16,120,North America
"Embarked on a hiking adventure, conquering trails and relishing the beauty of nature. Age is just a number on the mountaintop. #HikingAdventure #SeniorHiker",Excitement,2023-07-10 14:20:00,SeniorHikerExplorer,Instagram,#NatureTrailBlazer #SeniorExplorer,28.0,55.0,UK,2023,7,10,14,Happiness & Joy,83.0,"['#naturetrailblazer', '#seniorexplorer']",2,23,156,Europe
Hosted a photography exhibition featuring snapshots of a life well-lived. Every photo has a story to tell. #PhotographyExhibition #SeniorPhotographer,Gratitude,2023-07-11 18:45:00,SeniorPhotographerExhibitor,Twitter,#LifeInPictures #SeniorExhibition,22.0,45.0,Canada,2023,7,11,18,Hope & Optimism,67.0,"['#lifeinpictures', '#seniorexhibition']",2,19,149,North America
"Joined a seniors' cycling club, feeling the wind in my hair and the freedom of the open road. #CyclingClub #SeniorCyclist",Excitement,2023-07-12 13:45:00,SeniorCyclingEnthusiast,Facebook,#OpenRoadAdventures #SeniorCycling,25.0,50.0,USA,2023,7,12,13,Happiness & Joy,75.0,"['#openroadadventures', '#seniorcycling']",2,20,121,North America
"Attended a wine tasting event, savoring the richness of flavors that age like fine wine. Cheers to the golden years! #WineTasting #SeniorWineLover",Joy,2023-07-13 20:00:00,SeniorWineConnoisseur,Instagram,#AgedToPerfection #SeniorCheers,35.0,70.0,UK,2023,7,13,20,Happiness & Joy,105.0,"['#agedtoperfection', '#seniorcheers']",2,22,146,Europe
"Started learning ballroom dancing, gliding gracefully across the dance floor. Ageless elegance in every step. #BallroomDancing #SeniorDancer",Joy,2023-07-14 16:15:00,SeniorBallroomDancer,Twitter,#GracefulMoves #SeniorDance,20.0,40.0,USA,2023,7,14,16,Happiness & Joy,60.0,"['#gracefulmoves', '#seniordance']",2,17,140,North America
"Organized a community painting event, turning blank canvases into a masterpiece of shared creativity. #PaintingEvent #SeniorArtist",Joy,2023-07-15 19:30:00,SeniorPaintingOrganizer,Facebook,#CommunityArt #SeniorCreativity,28.0,55.0,Canada,2023,7,15,19,Happiness & Joy,83.0,"['#communityart', '#seniorcreativity']",2,16,130,North America
"Hosted a 'memory lane' evening with old friends, reminiscing about the adventures that shaped our lives. #MemoryLane #SeniorReminiscing",Gratitude,2023-07-16 14:00:00,SeniorMemoriesHost,Instagram,#FriendshipAdventures #SeniorNostalgia,30.0,60.0,USA,2023,7,16,14,Hope & Optimism,90.0,"['#friendshipadventures', '#seniornostalgia']",2,18,135,North America
"Joined a seniors' astronomy club, stargazing and finding wonder in the vastness of the cosmos. #AstronomyClub #SeniorStargazer",Curiosity,2023-07-17 22:15:00,SeniorStargazer,Twitter,#CelestialWonders #SeniorAstronomy,18.0,35.0,UK,2023,7,17,22,Curiosity & Reflection,53.0,"['#celestialwonders', '#seniorastronomy']",2,17,126,Europe
"Attended a local jazz festival, tapping toes to the tunes that have stood the test of time. Music, a lifelong love affair. #JazzFestival #SeniorMusicLover",Joy,2023-07-18 16:30:00,SeniorJazzFestivalGoer,Facebook,#TimelessTunes #SeniorJazz,25.0,50.0,USA,2023,7,18,16,Happiness & Joy,75.0,"['#timelesstunes', '#seniorjazz']",2,24,154,North America
"Started a blog sharing the wisdom gained through the years, proving that every day is a chance to learn and grow. #SeniorWisdom #Blog",Gratitude,2023-07-19 19:45:00,WisdomBloggerSenior,Instagram,#LifeLessons #SeniorBlog,22.0,45.0,UK,2023,7,19,19,Hope & Optimism,67.0,"['#lifelessons', '#seniorblog']",2,23,133,Europe
"Participated in a charity run, proving that age is no barrier to supporting meaningful causes. #CharityRun #SeniorRunner",Excitement,2023-07-20 17:00:00,SeniorCharityRunner,Twitter,#RunForACause #SeniorSupport,30.0,60.0,Canada,2023,7,20,17,Happiness & Joy,90.0,"['#runforacause', '#seniorsupport']",2,17,120,North America
"Survived a challenging physics exam. Equations, you won't defeat me!",Relief,2023-08-01 13:30:00,PhysicsWhizHighSchool,Instagram,#PhysicsSurvivor #HighSchoolAdventures,20.0,40.0,USA,2023,8,1,13,Hope & Optimism,60.0,"['#physicssurvivor', '#highschooladventures']",2,10,68,North America
Exploring the world of coding. Debugging is an adventure on its own! #CodingJourney #HighSchoolCoder,Excitement,2023-08-02 14:45:00,CodeExplorerHighSchool,Twitter,#CodingAdventure #HighSchoolCoderLife,25.0,50.0,UK,2023,8,2,14,Happiness & Joy,75.0,"['#codingadventure', '#highschoolcoderlife']",2,14,100,Europe
"Joined the school debate team. Words are my weapons, and I'm ready for battle!",Excitement,2023-08-03 12:15:00,DebateWarriorHighSchool,Facebook,#DebateWarrior #HighSchoolDebater,18.0,35.0,Canada,2023,8,3,12,Happiness & Joy,53.0,"['#debatewarrior', '#highschooldebater']",2,14,78,North America
"Started a photography club at school. Capturing moments, one snapshot at a time!",Joy,2023-08-04 16:30:00,PhotoClubHighSchool,Instagram,#PhotographyClub #HighSchoolPhotographer,22.0,45.0,USA,2023,8,4,16,Happiness & Joy,67.0,"['#photographyclub', '#highschoolphotographer']",2,13,80,North America
"Daydreaming about the upcoming prom. The dress, the dance – it's a fairytale in the making!",Excitement,2023-08-05 19:45:00,PromDreamerHighSchool,Twitter,#PromDreams #HighSchoolFairytale,30.0,60.0,Canada,2023,8,5,19,Happiness & Joy,90.0,"['#promdreams', '#highschoolfairytale']",2,16,91,North America
Convinced the teacher to have class outdoors. Learning equations with a side of fresh air!,Positive,2023-08-06 14:00:00,OutdoorClassHighSchool,Facebook,#OutdoorClassroom #HighSchoolExplorer,28.0,55.0,USA,2023,8,6,14,Happiness & Joy,83.0,"['#outdoorclassroom', '#highschoolexplorer']",2,15,90,North America
"Accidentally spilled paint in art class. Abstract art, right? #ArtClassAdventures #HighSchoolArtist",Embarrassed,2023-08-07 19:45:00,PaintSpillHighSchool,Instagram,#ArtisticMishaps #HighSchoolArt,22.0,45.0,UK,2023,8,7,19,Shame & Embarrassment,67.0,"['#artisticmishaps', '#highschoolart']",2,11,99,Europe
Trying to master the perfect kickflip on my skateboard. Skating into the weekend like a pro!,Excitement,2023-08-08 16:00:00,SkateProHighSchool,Twitter,#SkaterLife #HighSchoolSkater,30.0,60.0,Canada,2023,8,8,16,Happiness & Joy,90.0,"['#skaterlife', '#highschoolskater']",2,16,92,North America
Bonding with friends over the latest K-pop sensation. Fangirling at its finest!,Joy,2023-08-09 22:30:00,KpopFangirlHighSchool,Facebook,#KpopFangirl #HighSchoolMusic,20.0,40.0,USA,2023,8,9,22,Happiness & Joy,60.0,"['#kpopfangirl', '#highschoolmusic']",2,12,79,North America
Spent hours perfecting a chemistry experiment. Mixing potions like a wizard!,Joy,2023-08-10 14:20:00,ChemistryWizardHighSchool,Instagram,#ChemistryWizard #HighSchoolScientist,28.0,55.0,UK,2023,8,10,14,Happiness & Joy,83.0,"['#chemistrywizard', '#highschoolscientist']",2,11,76,Europe
Successfully organized a surprise birthday party for a friend. Party planning expert mode: Achieved!,Joy,2023-08-11 18:45:00,BirthdayPartyPlannerHighSchool,Twitter,#BirthdayParty #HighSchoolCelebration,22.0,45.0,Canada,2023,8,11,18,Happiness & Joy,67.0,"['#birthdayparty', '#highschoolcelebration']",2,14,100,North America
"Joined the drama club to unleash my inner actor. Lights, camera, action!",Excitement,2023-08-12 13:45:00,DramaClubStarHighSchool,Facebook,#DramaClubStar #HighSchoolActor,25.0,50.0,USA,2023,8,12,13,Happiness & Joy,75.0,"['#dramaclubstar', '#highschoolactor']",2,12,72,North America
Got my hands on the latest fantasy novel. Diving into realms of magic and adventure!,Excitement,2023-08-13 20:00:00,FantasyBookNerdHighSchool,Instagram,#FantasyBookNerd #HighSchoolReader,35.0,70.0,UK,2023,8,13,20,Happiness & Joy,105.0,"['#fantasybooknerd', '#highschoolreader']",2,15,84,Europe
Mastering the art of the perfect doodle during boring classes. Doodles: A+!,Joy,2023-08-14 16:15:00,DoodleMasterHighSchool,Twitter,#DoodleMaster #HighSchoolArt,20.0,40.0,USA,2023,8,14,16,Happiness & Joy,60.0,"['#doodlemaster', '#highschoolart']",2,12,75,North America
Attempting to break the school record for the longest handstand. Wish me luck!,Excitement,2023-08-15 19:30:00,HandstandChallengeHighSchool,Facebook,#HandstandChallenge #HighSchoolAthlete,28.0,55.0,Canada,2023,8,15,19,Happiness & Joy,83.0,"['#handstandchallenge', '#highschoolathlete']",2,13,78,North America
Sneaking snacks into class like a pro. The art of snack-smuggling is a sacred skill!,Mischievous,2023-08-16 14:00:00,SnackSmugglerHighSchool,Instagram,#SnackSmuggler #HighSchoolSnacks,30.0,60.0,USA,2023,8,16,14,Neutral / General,90.0,"['#snacksmuggler', '#highschoolsnacks']",2,15,84,North America
Hosting a sleepover with friends this weekend. Preparing for a night of laughter and memories!,Excitement,2023-08-17 22:15:00,SleepoverHostHighSchool,Twitter,#SleepoverFun #HighSchoolMemories,18.0,35.0,UK,2023,8,17,22,Happiness & Joy,53.0,"['#sleepoverfun', '#highschoolmemories']",2,15,94,Europe
"Spent hours on a TikTok dance, only to realize I have two left feet. Dance fail: Unleashed!",Embarrassed,2023-08-18 16:30:00,TikTokFailHighSchool,Facebook,#DanceFail #HighSchoolTikTok,25.0,50.0,USA,2023,8,18,16,Shame & Embarrassment,75.0,"['#dancefail', '#highschooltiktok']",2,17,91,North America
Accidentally liked my crush's old photo while stalking their profile. Awkward level: Maximum!,Embarrassed,2023-08-19 19:45:00,SocialMediaBlunderHighSchool,Instagram,#SocialMediaBlunder #HighSchoolAwkward,22.0,45.0,UK,2023,8,19,19,Shame & Embarrassment,67.0,"['#socialmediablunder', '#highschoolawkward']",2,13,93,Europe
Tried to impress my crush with a smooth conversation. Ended up spilling my drink. Smooth level: Nonexistent!,Embarrassed,2023-08-20 17:00:00,CrushFailHighSchool,Twitter,#CrushFail #HighSchoolEmbarrassment,30.0,60.0,Canada,2023,8,20,17,Shame & Embarrassment,90.0,"['#crushfail', '#highschoolembarrassment']",2,17,108,North America
Mastered the art of creating paper airplanes during lecture. Paper planes: Soaring to new heights!,Joy,2023-08-21 15:45:00,PaperPlaneExpertHighSchool,Instagram,#PaperPlaneExpert #HighSchoolArt,15.0,30.0,USA,2023,8,21,15,Happiness & Joy,45.0,"['#paperplaneexpert', '#highschoolart']",2,15,98,North America
Trying to set a new trend by juggling textbooks between classes. Academic juggling: A unique skill!,Excitement,2023-08-22 12:30:00,JugglingProHighSchool,Facebook,#TextbookJuggling #HighSchoolSkills,22.0,40.0,Canada,2023,8,22,12,Happiness & Joy,62.0,"['#textbookjuggling', '#highschoolskills']",2,16,99,North America
Hiding a snack stash in my backpack for emergency cravings. Snack ninja mode: Activated!,Mischievous,2023-08-23 16:45:00,SnackNinjaHighSchool,Twitter,#SnackNinja #HighSchoolSnacks,28.0,55.0,USA,2023,8,23,16,Neutral / General,83.0,"['#snackninja', '#highschoolsnacks']",2,14,88,North America
Planning a surprise scavenger hunt for friends. Anticipating the thrill and excitement!,Excitement,2023-08-24 18:20:00,ScavengerHuntMasterHighSchool,Instagram,#SurpriseAdventure #HighSchoolFun,20.0,38.0,UK,2023,8,24,18,Happiness & Joy,58.0,"['#surpriseadventure', '#highschoolfun']",2,12,87,Europe
Danced in the rain to celebrate the end of exams. Rain dance: Unexpectedly refreshing!,Joy,2023-08-25 14:15:00,RainDanceCelebrationHighSchool,Facebook,#RainDance #HighSchoolJoy,25.0,50.0,Canada,2023,8,25,14,Happiness & Joy,75.0,"['#raindance', '#highschooljoy']",2,14,86,North America
Accidentally sent a text meant for a friend to the class group chat. Texting fail: Oops moment!,Embarrassed,2023-08-26 17:30:00,GroupChatBlunderHighSchool,Twitter,#TextingFail #HighSchoolAwkward,18.0,35.0,USA,2023,8,26,17,Shame & Embarrassment,53.0,"['#textingfail', '#highschoolawkward']",2,17,95,North America
Tried a magic trick to impress classmates. Magic fail: Where did that rabbit go?,Embarrassed,2023-08-27 20:45:00,MagicFailHighSchool,Instagram,#MagicFail #HighSchoolMagic,22.0,45.0,UK,2023,8,27,20,Shame & Embarrassment,67.0,"['#magicfail', '#highschoolmagic']",2,14,80,Europe
Perfecting the art of creating origami during a dull lecture. Origami mastery: A+!,Joy,2023-08-28 16:00:00,OrigamiProHighSchool,Twitter,#OrigamiMaster #HighSchoolArt,18.0,36.0,USA,2023,8,28,16,Happiness & Joy,54.0,"['#origamimaster', '#highschoolart']",2,13,82,North America
